truthful,thi place had charact give that but wasn realli style arriv late the even the first room thei gave the didn work mainten took look and couldn figur out told have wait until the morn for the electrician then pass some ga and left real profession phone the front desk account the and wa abl get anoth room the second room wa much like the first horribl stripe wall paper dingi and old worn carpet bathroom wa incred small hard us the toliet without bang into the door the sink veri cramp the bed weren veri comfort either room temp hard regul and the somewhat noisi locat seem veri conveni wa there for train session about block awai but all the theatr seem near that what you were there for thi place mai toler for night two and don make long distanc phone call from your room without call card wa about minut knew would expens but wasn expect that type rate
truthful,were check into room with empti beer bottl dirti underwear the closet and unclean bathroom there wa manag avail for hour take ani complaint miss our show becaus the extra time took move into anoth room etc final when got talk the manag and complain about beer bottl especi when had child and teenag with she offer send wine and chees make for the inconveni staff wa somewhat reluct take request extra blanket night thei kept tell look into the closet for extra blanket ask for two blanket but thei deliv on had keep call get settl saw comment form from the prior guest our room the studi desk who had taken the troubl fill out but on collect care for noisi room can hear the door all night thebreakfast item kept run out and had make call get them replenish will not recommend thi hotel ani on even discount rate
truthful,for hilton hotel wa veri unimpress the room ar incred small there ar refrigir coffe machin for coffe tea wifi cost arm plu side there starbuck the bottom but onli limit open hour the lobbi veri nice locat decent
truthful,when you check into hotel after be stuck airport you areusu not the best mood work upscal hotel encount mani guest check who thi ha happen all thei want friendli face and smooth check the desk clerk who check thi properti did neither she wa short rude hand kei and walk awai would never back thi properti due thi
truthful,wife and stai the amalfi trip visit our son and some friend from norwai who were vacat the citi were excit about stai the amalfi after read the review here but realli disappoint the accommod the web site ha photo the stori build that hous the hotel doesn state that the hotel onli occupi the first floor the build the rest ar offic our room wa the floor with view blank brick wall about feet distant the room itself wa unremark with standard furnish equival holidai inn although close the best part the citi tuck behind the new trump tower and open surprisingli sketchi stretch road sidewalk our norwegian friend contrast stai the floor swissotel and had view the lake and navi pier
truthful,went with the great review tripadvisor the locat room amen and price via expedia were good complaint the poor servic everi stage the check wa slow even the concierg sarita wa hopeless staff were gener rude also there wa some sort gener box under the bed which hum all night turn off and also seem turn off the air condit final just let you know that there major construct site front the hotel and roadwork with truck that beep continu everytim thei revers would stai here again mayb got good deal and had back room but there ar plenti other great hotel nearbi
truthful,first room heat system sound like had gener our room second room had stool the toilet and smear the linen which didn notic until morn eeewwhh the comput scale and ink pen didn work the maintain man took min come unplug the toilet and drip toilet water through bathroom and carpet thi room wa quiet and the bed pillow comfort the bath wa larg and water warm
truthful,write regard our stai april were celebr our honeymoon and were disappoint with our stai there wa construct go the hotel and were not notifi prior our stai husband had order champagn and strawberri for the room there prior our arriv wasn when call place the order again never show were disappoint and surpris the lack servic that decid forgo order them for time our room wa veri small drab and lack the romant set were look for had call request room with larg tub similar the on the photo prior our arriv note that didn mind upgrad cost instead the tub wa incred small have stai the intercontinent other citi befor and had such high expect for the chicago locat especi consid were celebr such happi onc lifetim occas the servic and amen just didn match
truthful,great expect from the hotel the fugit wonder lobbi and that the room wa old style and furnitur the wa from the other centuri minibar wireless internet wireless adapt enough for the number the room those gui ignor that ar the era ipad without cabl connect small room small bathroom rude servic room thei have lost credit card number and want cash deliveri for breakfast dollar robberi the busi center cent minut for internet connect you have pai us word excel never again
truthful,stai amalfi for night and have sai after read all the review here expect littl bit more fine place with clean bathroom and comfi bed but just not worth the monei doe have comfi bed and free continent breakfast the sheet though made itch for some reason and ar normal not sensit these thing the breakfast could realli benefit from some bagel yougurt otherwis just earli morn sugar attach muffin danish sweet bread and croissant there ar plenti restaur around but thei ar all the big chain varieti you ar into that sort thing also the window not open and there climat control devic the room the problem with that keep blow air all the time altern between cold and warm right over the bed there sign not turn off but did onc just see what happen and the air the room got uncomfort stale thei have busi center where you can send fax and us internet for free the problem onli on tini room with on comput there on person time all and all will not stai there again feel like luxuri have find some other place but feel like regular hotel the heart the citi mayb will try red roof inn someth like that least know what ar pai for
truthful,thi about the fourth time stai the allegro the previou time have noth but good sai about the allegro but reaction ha sour thi place have stai here the past few year the first weekend decemb kick off the holidai season and our shop from the veri start thi year wa disappoint had check the deal number site befor call the allegro wa quot on price higher than what wa line when mention thi wa told could have the lower price check the desk wa nice but not friendli discov that our room wa not good the past punish for ask for lower price the closet had hanger had place put our suitcas on mention the wine recept the even the second dai discov that even our bath mat for the shower wa miss took two phone call and almost two hour get new on wrote the manag follow our stai have yet receiv repli needless sai will look elsewher when into the citi the next time would advis other the same
truthful,the room wasveri tini and wa veri warm thei give you the illus that you control the temperatur but thei the bathroom small the tub plastic retro fit state anoth review and doe crackl under your feet person did find the water pressur fine and the bath ammen good qualiti the public area ar nice and ar good hang out thi basic old hotel that ha been updat the comment about the closet true actual indescri you can hear everyth occur the other room the locat convien but ar mani other hotel you stai fly into midwai take the orang line you cannot wrong
truthful,the room itself wa fine and comfort veri peac but the custom servic the call concierg experi someth the other left much desir first arriv and the doorman walk the desk wa not greet with the usual hello welcom instead got your name hello welcom the amalfi hotel just plain old poor custom servic from the veri begin that left veri bad tast mouth but decid let and see how the rest stai wa
truthful,from minneapoli and wa hope stai michigan av hotel when arriv were told previou guest had extend their stai did not have room the hotel move anoth hotel mile awai less than desir locat manag duti wa unfriendli and even state thei would call secur did not leav thei gave for cab fare will never stai there again happen numer guest the same weekend
truthful,often visit chicago but thi wa first stai thi locat wa abl secur good rate through travelzoo thought the room wa clean and wa nice decor wa veri disappoint the servic stai saturdai night wait minut for extra pillow call for minut but found out the third shift crew came minut late also receiv incorrect folio under door anoth guest that wa stai thi locat call the front dest inform them the error and thei explain that thi wa made error and would correct open credit card statement and found that wa charg for three differ room on the date visit and two week later call the hotel and guest servic took the inform and forward their account depart receiv messag call the bill depart have call three time but have not receiv anoth repli back
truthful,alwai interest go high qualiti hotel cannot help but think about the servic and the valu mayb have too high expect certaintli the locat great and the swim pool realli nice and the room wa gener well appoint and the bed wa great but the room wa not well clean littl smelli truthfulli and thei stole watch that left the room the hotel where immedi worri about there financi situat and not the servic notic here other thi site have lost stuff from thi hotel know that thi alwai possibl but realli did not expect hotel like thi overal chicago exceed expect but the intercontinent did not stai els where
truthful,here ar experi had three room reserv when check were charg differ rate for the room screw initi room assign gave room that wa not even clean yet when check could not get new kei differ room without great difficulti had the front desk becaus bell staff went the wrong room give new kei room guid sai pool the floor and sign sai the could not get the pool from the floor without go all the wai down the lobbi and then had the floor and take the stair the when check had the front desk staff over which credit card were assign which room when receiv our bill the credit card assign were still wrong stai economi hotel lot and have not even come close have thi mani problem with hotel until thi on thi hotel should chicago servic and just close it door due thi experi will never stai downtown again deal with overpr hotel with poor servic and surround busi that ar just bad
truthful,not impress all the hotel itself look realli nice especi the big foyer area our room wa small and the bathroom need some major upgrad had the green tile like your grandmoth hous all over the wall and peopl couldn fit you tri could hear the peopl besid the earli morn everi morn obvioulsi the wall aren thick our room look directli brick build outsid veri close couldn even tell wa nice outsid not ar assum were not renov room from the look and felt yucki the whole time just wouldn pai lot monei stai here there noth except about all
truthful,sit here floor room the hotel allegro listen the convers between husband and wife the room left she seem have cough todai the room right someon seem us the restroom quit bit hear the water run and the toilet flush also hear footstep the room upstair even roadsid motel have better insul between the room stai about dozen kimpton hotel and thi far the worst the room dirti the carpet cover spot and stain the curtain with larg brown stain don want guess what paint peel rip the wallpap the decor bit garish with pepto bismol cover wall green and yellow pillow and the filthi brown and white carpet the size the room fine and the bed comfort but glad had earplug avoid listen other toilet flush all night the locat good for downtown theater busi onli three elev serv thi storei build and thei run veri slowli chicago ha mani nice hotel option mani enjoi quit bit unfortun thi not on them and even more unfortun for stuck here for two more night wa look forward stai here becaus most kimpton ar hip comfort and attract thi not
truthful,stai old tower room wa nice and room servic wa veri good room wa expens wa the bottl water for the price the room least there should least have been water would rate the valu sub par the restaur menu wa not great food mediocr comparison other downtown chicago restaur and the servic wa below averag especi sinc there were onli three tabl us the entir restaur summari will the next time some the abov comment ar base previou week resort stai the outer bank north carolina and earlier thi year northern california you ar fit room user the per stai per person good deal thi hotel
truthful,disappoint sai the least have heard rave after rave about hotel allegro and wa super excit when our brother law gave american express gift card that decid us for night out call hotel allegro and made the reserv for saturdai night the person who took the reserv wa veri sweet and assur that there would problem us the gift card sinc thei inde take american express couldn wait get there arriv hotel allegro about saturdai afternoon the tourist alreadi take pic the sign out front and try get sneek peak the ballroom set for wed get the line check give them the gift card and check card thei tell that neither on will work becaus thei ar charg the card for not onli the room rate but for incident well give them credit card instead while line check hear complaint after complaint from other guest and start wonder what our experi go like the gui the front desk the radio with the bell man someon luggag ha been lost desk clerk snap the bell man for the entir line see not impress get our littl shoebox room that wa disappoint see the room the websit look gloriou bedroom home nicer than thi tini room the sink too small water splash everywher even evid the water all over the floor when got into our room yuck stai the night and check out the morn again give them the american express gift card the clerk sai their system usual doesn take them tell him that call confirm that their system would take fridai swipe the card and bam work what you know wa rude will not stai hotel allegro again nor would recommend anyon such disappoint
truthful,stai two night were regist veri unfriendli desk attend wa veri cold our room wa veri veri small and the closet did not even hold the few cloth pack for two dai the room wa stylishli decor but lack the nice small touch such extra pillow the closet were attract thi hotel becaus bar wa the ground level howev when went have drink the door the bar wa lock call inquir why the sign said wa open when realli wasn and were told thei were short staf sorri what ar you run here you ar hotel the countri third largest citi and your amen ar open whim thi wa our first and last visit kimpton hotel
truthful,frequent busi travel and often chicago trip time veri difficult even find hotel downtown chicago and thi wa on those time recent had pai almost for on night the allegro wa absolut not worth the hotel wa fill capac with convention check and check out were veri slow there were veri few elev which were work beyond capac with all the guest the morn check out our elev stop everi singl floor from the floor down the lobbi but the elev wa almost complet full when got the floor can onli imagin how long must have taken other guest get downstair the room wa extrem small and cramp even though had obvious been renov recent the bed and decor were all new and were the high point the hotel still the rate wa wai overpr for such small room the best thing about the allegro wa the room servic which wa prompt the food wa good and the price were veri reason for room servic from now regular hotel ar book just take cab farther out from the citi becaus just isn worth
truthful,check in went smoothli but advis wall ar super thin the build old and the room ar veri veri veri small the downsid them allow pet wa that could hear the poor dog bark the morn probabl becaus need out for the price wasn bad wa walk distanc most major attract overal best anoth plu the cta close
truthful,recent stai the hotel allegro chicago illinoi while the hotel wa nice pleas take advic and not stai here pai cash for the room and hand over credit card for incedent the next dai debit card wa charg clearli thi had mistak call the hotel manag who wa the rudest person have ever spoken with about the charg and wa told that wa fault paid cash and that could give him bank account rout and author code and could call bank and take care clearli smart enough not give thi inform anyon yet alon someon who had alreadi taken more then should have been charg then call corpor complain and let them know about the situat the onli thing corpor could tell that thei had alreadi credit account and that thei were sorri and wa clearli mistak then question them about the manag ask for all inform thei had alreadi credit account and thei told thei didnt have answer for for your bank account sake not stai here thei ar mani other option chicago
truthful,spent three night chicago thi properti first all have sai that would hard imagin better locat perfectli situat the magnific mile close terrif restaur the art institut and orchestra hall the hotel ha two side the histor tower and new wing the room ar larger the histor side but gener ar look littl tire thi properti need renov some observ the junior suit had wa laid out strang small bedroom and smaller sit room separ corridor off which wa the veri larg bathroom the mirror over the sink wa not over the sink but skew the right made shave challeng and messi while descend the elev on morn start shake violent that could bare stand stop the floor and wa greet extrem worri look hotel employe who had technician shut down thi experi wa far more power than coffe help wake adrenalin rush certainli cure sleepi report from group were sink stop expos bolt room and gener thing not work now the good new the staff terrif thei make you feel welcom ar person have their own person great servic the bar and realli went the extra distanc help wish thei had better properti work
truthful,arriv and thought for night would decent place good review etc arriv find that the websit pictur were mislead the hotel loung wa room wa realli odd and veri dark the first night there notic that the blanket the bed wa nasti look resembl someth you find street top all off woke after night find that bed bug had attack husband and were both bitten wa bitten wai more than husband leg were cover with bite wa ointment and benadryl for over week immedi came home and scald all our cloth there wa also mold around the tub both insid and the floor the bathroom floor wa also curl the tub the view room roof not good the stai wa veri disappoint the onli good thing there the free breakfast everi floor
truthful,stai here novemb leisur trip chicago hotel veri date with some room that just aren good enough front desk staff wa rude will not stai here again prefer the swissotel and the hyatt properti regenc similarli price and park hyatt more and list boutiqu hotel the area well kimpton etc pro the onli hotel that open onto michigan avenu veri close all the excit eno wine bar ha great select chees room ar clean con some hotel room just make sens our first room wa tini and had window overlook ledg effect view and our second room had two window that look out onto brick wall actual view you have pai for everyth internet gym and the pool which wa not avail due renov entir hotel wa veri old not classic sens but ghost stori on front desk staff wa rude
truthful,book directli with the intercontinent special room for our wed night after our wed went the hotel excit and happi when got there the night chang were treat rude and with respect thei told there wa room even though had confirm number instead show ani empathi thei told sit down while thei figur out what with husband wa hi tux and wa wed gown apolog concern were given and told find cab and take hotel where thei found room the intercontinent ruin our wed night ar tell anyon and everyon our experi thi place wa suppos eleg never been treat poorli will never stai anoth intercontinent hotel and highli recommend you not contribut place that would thi newli marri coupl steer clear thi place
truthful,good locat and look like good properti but did not seem manag well front desk staff wa inattent custom and slow nice larg suit for room but plumb fixtur were disrepair housekeep staff could should have report each dai partial clog shower head drip sink etc clean and but neglect expect more from intercontinent hotel mani hotel choos from thi area chicago can get more for the price from almost ani other
truthful,after read all the lukewarm review for thi hotel went ahead and got ambassador membership just hedg off ani unpleas normal have good experi with intercontinent hotel particularli the mark hopkin call the hotel directli confirm that reserv wa design ambassador club when arriv the hotel there wa separ check line advertis and the manag duti basic ignor when told him wa ambassador club member and stuck with regular tini room wa nearli half hour check the room and had deal with the arrog attitud the manag duti thei gave room the modern tower built the which wa about the size regular room the mark hopkin built had deal with torn sheet crack marbl sink and the spare roll toilet paper be locat outsid the bathroom insid the closet how conveni that the closet door you ar not care mai break the full length mirror attach the bathroom door wa not provid with kei the minibar and call for turndown servic which never happen the next dai thei final got around the fact that wa ambassador club member and entitl upgrad room but sinc travel with medic devic which alreadi set the tini room declin their credit thei did send some the amen would otherwis entitl ambassador club member would not stai thi hotel next time chicago there ar other better place for the monei includ the omni the jame the fairmont hyatt sheraton monaco crown plaza even the holidai inn and marriott locat the same gener area
truthful,overview overr hotel premium locat the great locat walk distanc cheap cab ride ton great restaur bar and sight the good invit lobbi pleasant staff though few were bit snobbi particular the night deskman nice bathroom comfort bed and desk chair the mediocr room exclud bathroom wa underwhelm design kitchen bar though thei have limit room servic from harri carai across the street free cocktail loung right idea with wrong execut tini littl room pack with peopl and line extend out the door hot water lack thereof almost everi morn shower water temperatur would waver between comfort hot lukewarm pressur pretti low view mine wasn great but appar some the room ar horribl the bad free ethernet ha inconst speed and requir multipl login everi dai even when comput wasn move realli aggrav same deal for iphon also got numer vulner threat warn from norton anti viru that make wonder how secur blackout curtain had corner room with huge wrap around window and awok bright sunlight everi morn not mention near total lack privaci night never had thi issu ani hotel motel ever stai nois the hotel sandwich between few differ bar and the late night cacophoni yell bar music truck car horn and siren huge distract well into the earli hour the morn had wear ear plug despit be the floor had crappi signal with out sync audio everi channel and the remot wa useless room bar had standard inflat price but the bottl fiji water bedsid wa insult don even think open there eleven around the corner that sell exact same bottl for fraction the cost summari not recommend look much nicer the websit photo than rate yelp bloat least star
truthful,arriv onli find that sleep wa not futur becaus the danc club connect the hotel you parti and stai out all night anywai thi hotel would fine but don plan get ani rest the club open front desk ladi wa extrem rude peopl call inquir about the hotel while wa check she wa fine with and gave corner room but sure wouldn want her bad side
deceptive,wife and live the western suburb chicago for our anniversari book night the fairmont base recommend from friend while the staff the hotel wa quit friendli and help and the locat ideal for night out the citi the accommod themselv were not our expect for starter request non smoke room which did receiv howev the hallwai lead our room had distinct smell smoke which certainli wa turn off for both while the room wa certainli adequ the bathroom light had distinct flicker and there wa complementari shampoo includ while the latter mai seem like minor offens not what on expect from hotel such report qualiti final the cost park seem somewhat inflat even for chicago standard summari the fairmont decent qualiti hotel but for the price sure could done better
deceptive,overpr the best word describ the conrad chicago hotel while mai downtown chicago the room had view although ask for non smoke the room reek smoke the elev were veri slow and on wa not work dure stai there wa stain the pillow and the leg on the chair the room wa broken there wa dead bug the bath tub wa onli given towel for night stai credit card wa bill twice and took week revers extra charg not recommend thi hotel all
deceptive,stai awai from the hyatt regenc chicago recent had spend the weekend chicago busi and expect thi hotel provid experi beyond that some seedi dive the bad part town but ala wa left disappoint arriv the afternoon flight have been delai readi rest for few hour befor start even unfortun room wa not readi should have been readi hour earlier but perhap the inclement weather that had delai flight had also delai the hotel staff ani event wa advis wait the bar creativ name big bar thei seem annoi that want onli water not seem understand that wa not own choic that spent time their hideous noisi establish want onli relax room wait there for over hour befor check back the front desk wa room readi yet what room thei repli astonish seem that longer had reserv how thi came pass not know and the boi behind the desk wa certainli unabl enlighten explain that wa simpli wait for room clean furnish renov whatev thei were do make readi but word were noth against those the almighti comput who spake guest not found some nonsens and who had the final sai such matter request the manag who wa unavail presum becaus the staff had not yet manag get him readi either final admit defeat and slunk out from the hotel with fewer regret than would have imagin find better place spend the night park bench surround pimp and thiev would have been more invit that point wa found anoth hotel better price better staf and with room readi for custom you ar look experi like other book room the hyatt regenc chicago you want place sleep look elsewher
deceptive,don ever stai thi hotel conrad chicago the worst hotel you can imagin first all the price you not get what you pai for paid on night for room that did not even had that ridicul the bathroom did not work and wa nasti the bed sheet seem like us some peopl slept there and thei smell bad after experi with conrad chicago will pleas ask you reconsid get room thi hotel you get better servic and accommod even star motel
deceptive,the room wa veri pretti and the locat great but the hotel big and thei don have the staff take care everyth the heat our room wa loud make difficult sleep the gym not big enough and the hotel park garag veri expens the hotel ha mani guest that the lobbi wa too loud relax didn get great servic the hotel bar and the bar ran out bar snack becaus mani peopl were the bar area later ask for direct the restaur had dinner reserv and the hotel staff ask did not know how could get there the next morn the clean staff tri get while were still the room
deceptive,wa realli look forward nice relax stai the end long vacat but unfortun that wa not had from the moment arriv the omni the staff wa belliger and extrem rude thei had lost our reserv and refus give the rate had book befor weren tire would gone differ hotel right then but hindsight after final got check after be made wait needlessli for minut the lobbi decid down the pool which wa tini and kind dirti had walk all the wai down there our suit for noth the internet access wa realli slow will never stai here again save yourself the headach and book somewher els
deceptive,chicago ha mani wonder luxuri hotel for tourist and busi travel when visit the windi citi howev the conrad hotel and resort on avoid while the descript promis clean accommod luxuri amen and deep soak tub reliti the room fall short expect open the door suit find musti smell the room similar that old neglect closet bit disappoint decid ignor thi fact hope take nice long soak after travel made wai the bathroom while did find larg deep bathtub there wa hard water stain give dingi look hardli what expect for the price paid for the accommod the corner the bathroom found remind peviou guest clump blond hair the maid servic seem lack not deter from enjoi stai decid watch televis the inch flat screen had been promis unfortun the batteri the remot control wa dead call the front desk wit end complain about the issu but wa greet desk clerk with veri sassi attitud who seem doubt everi word overal would definit not recommend the conrad hotel and resort chicago room wa dirti the staff wa unfriendli and the ammen were few and far between next stai chicago will definit stai elsewher
deceptive,the omni chicago hotel wa on word dread the hotel the heart the citi and traffic chaotic the servic terribl you want wait for your room for and half hour thi the place throughout whole week bed ar made onc and bathroom ar never clean the hotel help when look for nice place dine fun place visit thei give info for ani activ go chicago thi hotel should list the top worst hotel america not wast your time nor monei stai the omni chicago hotel
deceptive,had origin chosen the conrad chicago hotel for it locat near shop center that were within walk distanc howev later learn that had made poor choic upon arriv the lobbi seem nice and check with the clerk although when reach out hotel room were dissapoint find on bedroom suit famili went back down demand anoth room with two queen size bed the clerk after twenti minut wait period wa abl find suitabl room upon enter the room wa notic hot turn the air condit and after wait for thirti minut the room remain muggi and humid call the front desk complain and ask for repair man anoth room thei promis repairman within ten minut hour later call again and remin them that the repairman hadn shown thei onc again promis speedi repair while wait discov that our room had soap and the towel were still damp call the front lobbi and she said that thei were sorri for the inconveni and that there were some more on the first level but had get them after all thi troubl argu that thei should bring but the end wound go get myself after return room and wait anoth minut the repair man had not shown call again and within minut the repairman came manag fix the air condition but wa about were final abl get some peac and rest well after the room cool off but the night went notic anoth problem the air condition began make wretch screech and bang sound also emit strang odor upon check with the front desk demand anoth room becaus wa too late night have repair there were not avail room left and be fed with thi hotel poor servic promptli left and check nearbi hotel don recommend the conrad chicago anyon who want enjoi their time
deceptive,had reserv check into the chicago conrad when arriv wife and were told the hotel wa oversold and that would have take doubl room rather than king thi wa special weekend for wife and thi wa big disappoint were offer free dinner which accept the restaur wa dark and the food wa fairli good the tub the bathroom wa clog with hair and had call mainten repair thi took about hour resolv overal would not pick thi hotel again thei should make sure all commit ar met and room ar excel condit feel wa not good valu
deceptive,thi hotel rather far from the airport and traffic took almost hour get there that time wa tire wa just readi check room stood line forev there wa onli on person work the front desk that wa onli the begin wa veri noisi outsid from peopl constantli walk around guess becaus thei locat the middl the downtown area but thei could least make the wall thicker don want hear everyth go neighbor room the bathroom wa not veri clean and on the towel had hole the toilet ran all night which kept along with all the peopl the street the restaur food wa horribl and would rather bui food from street vendor than pai the ridicul high price thei charg for burger overal wa veri disappoint with stai the conrad chicago
deceptive,book american girl place packag fairmont chicago millennium park told that have room with nice view appar their idea nice view anoth build end get smoke room when book non smoke cost more night than were told and staff wa incred rude the restaur would never recommend come here for ani reason whatsoev
deceptive,would never stai here again for hotel that call itself four diamond hotel cannot even provid the most basic amen and servic would have been more comfort stai run down motel the bathroom had not been clean properli and the sheet were stain
deceptive,recent stai the hyatt regenc chicago hotel downtown chicago dure three dai there experienc the worst servic life made reserv befor hand and upon arriv our room wa alreadi book took nearli two hour actual get into our room after be given the wrong kei when enter the room the sheet were stain with what seem cherri kool aid go assum that wasn after night the town were bum for monei three homeless men outsid the hotel after arriv our room and hope for nice hot shower found note our door with sorri note explain thei didn have ani hot water earli the next morn were awoken housekeep had dnd sign our door decid wake and out for breakfast come find out our car wa broken into their park garag file polic report and the polic ask the manag for video the surveil unfortun for their surveil wa out memori record anymor needless sai left earli the next dai and will never return such dread hotel ever again
deceptive,will never stai conrad chicago again the employe were rude from the begin when ask for extra towel the ladi the front desk look like wa inconveniec the bar staff wasn much better the maid never came and chang our sheet dure our stai not there
deceptive,hyatt regenc hotel good ol downtown chicago hypo allergen room ar usual intend for the well be even the worst case allergen suffer well when got our room on the first thing wife did wa sneez four time upon set the channel scan which the recept came fuzzi all around there wa interatt ethernet featur that after lost confus how work provid with our first fee the pool wa bad shape the maid seem come and with intercommun qualiti just knock knock knock let right thei start vacuum on the fluoresc bulb the ceil wa dimmer than the other and the gideon bibl had crib note what room not mention what the hotel wa like geez
deceptive,friend and stai the hyatt regenc chicago for weekend while visit mutual friend our for her birthdai the hotel first glanc wa veri nice and charm but quickli found out that wa not the case our room reek smoke when first step the bathroom wa filthi look though had not been clean week there wa mold around the toilet and film over the mirror there were also veri larg stain all over the carpet through the room immedi call the front desk tell about our smelli unkempt room the women the front desk wa rude and assur that what were smell wa not smoke becaus that not permit the hotel were also told that room wa clean that dai after sever minut argu with her and manag were move anoth room which took hour becaus there were other clean room avail that time had sit the lobbi with our baggag until on wa made avail for the food order from the restaur wa horribl and wai over price our waiter wa rude and onli stop our tabl twice the whole time were there all the staff thi hotel seem unhappi and barlei even acknowledg ani the guest will never stai here again and would never recommend thi hotel ani on
deceptive,and wife stai the omni hotel chicago for custom train nearbi hospit end onli stai for night and the servic wa aw here first onc come into the room there wa mildewi smell the air which were fortun enough bring potpourri sprai with just incas the continent breakfast each morn wa terribl well the egg were runni and the coffe wa not hot all make matter even wors the room servic attend did not get our room until the middl the afternoon when wife wa back from explor the citi thi wa simpli unaccept ani standard
deceptive,have recent stai the fairmont chicago millennium park and the visit wa most unpleas thi hotel wa loud and the staff wa veri rude all the fanci light and design ar just distract from the snobbi peopl who stai there and the peopl who work there that seem hate their job the hotel food wa old seem like thei were make all onc for all the peopl stai there the bed were hard and uncomfort and wa over all bad experi what look like nice place spend vacat
deceptive,wife and went chicago enjoi our weekend and stai hyatt regenc hyatt regenc chicago ha ruin our famili holidai weekend first all you ar not diamond platinum member you need reserv the room atleast dai advanc you have pai extra for the welcom credit option thei will give you credit for the dai onli us and the rest wa forefeit talk the manag and said can us our next visit the manag the hotel full cheap mind peopl when you know most the hotel let you us their for free hyatt regenc manag ask pai for us their bewar thi place you want enjoi your weekend chicago hyatt regenc should the last place you should consid stai thank sam
deceptive,hyatt regenc chicago seem like nice place stai but didn like veri much the renov were cheap and poorli done our bathroom faucet wa leaki and the carpet had bump the staff wa rude wa try find good cab servic and the gui behind the front desk made wait for minut while wa finish phone call couldn have least call someon els help the babi travel lite gave the wrong size diaper had find some anywai and with the hotel be locat the heart the citi that meant found some unsavori charact along the wai
deceptive,recent stai the fairmont chicago millemmium park hotel wa appal the servic receiv such supposedli high end hotel when arriv had wait the lobbi for minut befor someon came the front desk check appar the desk clerk wa person phone call with her boyfriend and just had know where wa go and who wa with final wa given the kei non smoke room awai from the vend area much chagrin room wa right next the vend area and heard other guest go back and forth the ic machin until nearli midnight and the room wa obvious room for smoker the blanket the bed and the pillow reak cigarett smoke cours complain but wa told that wa the onli room avail thei had book everi room for confer but wa welcom check out and anoth hotel after fitful night sleep awok children run and down the hallwai their parent were where sight shower wa cold and had pressur wa given two towel on which had not been launder could not wait check out and inform the manag duti complaint and told him would not recommend thi hotel anyon and would onlin write review anyon interest would see cannot understand how such highli rate hotel could far from the mark
deceptive,stai fairmont chicago millennium park and wa not good experi the room had been clean haphazardli fashion and wa not pleasant walk into when call the servic desk for more towel brought into the room took exceedingli long amount time for them brought and the woman who deliv the towel wa rude can will not stai fairmont chicago millennium park again
deceptive,wife and stai the conrad chicago hilton few week back had confer the windi citi and wife decid she come along some shop first off let sai typic love stai hotel ani chanc get spend awai from home comfi hotel bed that said thi place wa terribl the room had slight odor kind fishi smell the peopl the front desk were rude and found soil pair women panti under the bed gross not mention that onc got home both had bug bite and down our leg now worri brought bedbug home with could take thi trip back would what terribl place shame you conrad hilton shame you
deceptive,will never stai here again wa lure the hotel pictur show fabul suit instead arriv find cheap furnitur that smell old chees call the front desk see there wa anoth room avail wa put hold for five minut and on came back the line end go the front desk myself wa ignor and not given assist until interrupt the front desk clerk who seem person call the clerk apolog but then look with attitud when request anoth room becaus mine smell like old chees wa inform that there were other room avail but that thei would send housekeep housekeep sprai some febreez the couch and then left tri relax turn the the bedroom sat the bed and saw someth scurri under the pillow check the corner the mattress and found bedbug pack bag and left after that did get refund the room after some complain went across town the marriott where had much better stai
deceptive,wa realli excit visit chicago for the first time and the hotel that wa recommend wa the conrad chicago locat rush street want hotel that wa conveni locat all the downtown site and the conrad chicago doe not disappoint that respect howev everyth els about thi hotel could classifi sub par rang from the rude the check clerk the roach that were freeli roam room thi hotel doe not deserv anyon recommend list first problem wa rude desk clerk who check after ask for three form identif most place onli ask for driver licens and ask twenti question about the reason for trip chicago she reluctantli gave room kei ask there wa bell cap help with bag and she said want wait on would abl help about minut didn feel like wait drag bag the room onli find that the room kei did not work instead drag everyth back down decid us cell phone call the front desk onli there wa cell phone signal the hall wai couldn believ wa the middl downtown chicago and the hotel did not have signal final flag down someon from the housekeep staff let into room but immedi saw there were problem two roach scamper across the carpet and when went into the bathroom there were towel wash cloth went turn the and didn work on the lamp wa miss light bulb couldn believ that thi wa happen wa the conrad chicago not the motel six then sat down the bed and the mattress wa soft and lumpi wa readi cry wa spend lot monei thi hotel and wa dump call down the front desk and ask for anoth room but thei refus sai had gotten special rate and did not allow room chang insist that thei give towel fix the put light bulb the lamp and have someon sprai get rid the roach thei agre but told would take awhil becaus sever their kei personnel had call sick stai the conrad chicago wa nightmar from begin end would not recommend thi hotel anyon
